PBP_ID,Inventory,Institution,institution_city,institution_country,library_localisation,country_certainty,country,region,city,library_dating,circa,century,min_date,max_date,scribe,script,mss_height,mss_width,combined_size,Ruzzier_group,justification_height,justification_width,volumes,v1_folios,v2_folios,v3_folios,columns,min_lines,max_lines,citation,digitisation,Downloadable,Link,IIIF manifest
186,7,Médiathèque,Orléans,France,,,France,Ile-de-France,Paris,,,13,1250,1275,,,,,0,,,,,,,,2,,,,Y,?,https://mediatheques.orleans-metropole.fr/ark:/77916/FRCGMBPF-452346101-01A/D18010009,
187,12,Médiathèque,Orléans,France,,,France,Ile-de-France,Paris,,,13,1200,1215,,,,,0,,,,,,,,2,,,,Y,,https://mediatheques.orleans-metropole.fr/ark:/77916/FRCGMBPF-452346101-01A/D18010304,
188,1997.320,MET,New York,United States of America,,,France,Ile-de-France,Paris,,,13,1250,1275,,,,,0,,,,,,,,2,,,,P,,https://www.metmuseum.org/art/collection/search/466297?searchField=All&amp;sortBy=Relevance&amp;what=Manuscripts%7cBible&amp;ao=on&amp;ft=*&amp;offset=0&amp;rpp=20&amp;pos=1,
189,7,Musée Dobrée,Nantes,France,,,,,,last qu 13thc,,13,,,,,124,96,220,,,,,535,,,2,,,Devine 2016,Y,,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=4315,
190,KB 132 F 21,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris,,,13,1240,1260,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/manuscript/132+F+21,
191,KB 133 D 25,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris,1240-1260,,13,1240,1260,,,133,83,216,,95,62,,656,,,2,45,45,,P,,https://manuscripts.kb.nl/show/images/132+F+21,
192,KB 76 E 22,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris,,,13,1250,1275,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/manuscript/76+E+22,
193,KB 76 G 2,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris,,,13,1250,1300,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/images/76+G+2,
194,MMW 10 E 32,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris,,,14,1297,1320,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/images/10+E+32,
195,MMW 10 E 33,National Library of the Netherlands,The Hague,Netherlands,,,France,Unknown,Unknown,,,13,1275,1300,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/images/10+E+33,
196,MMW 10 E 35,National Library of the Netherlands,The Hague,Netherlands,,,France,Unknown,Unknown,,,13,1250,1300,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/images/10+E+35,
197,MMW 10 E 36,National Library of the Netherlands,The Hague,Netherlands,,,France,Ile-de-France,Paris?,,,13,1275,1300,,,,,0,,,,,,,,2,,,,P,,https://manuscripts.kb.nl/show/images/10+E+36,
198,B.10.1,Parker Library,"Corpus Christi College, Cambridge",United Kingdom,,,,,,,,,,,,,,,0,,,,,,,,,,,,Y,,,
199,G.18,Pierpont Morgan Library,New York,United States of America,,,England,Gloucestershire,Gloucester?,,,13,1240,,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/76953,
200,G.18,Pierpont Morgan Library,New York,United States of America,England,Y,,,,ca. 1240,,13,,,,,283,200,483,,,,1,20/398,,,2,,50,,P,,https://www.themorgan.org/manuscript/76953,
201,G.31,Pierpont Morgan Library,New York,United States of America,,,France,Ile-de-France,Paris,,,13,1250,,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/76944,
202,G.31,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,ca. 1250,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/76944,
203,G.34,Pierpont Morgan Library,New York,United States of America,England,Y,,,,1195,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/76976,
204,G.42,Pierpont Morgan Library,New York,United States of America,"Oxford, England",Y,,,,ca. 1265,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/76959,
205,G.64,Pierpont Morgan Library,New York,United States of America,Belgium,Y,,,,ca. 1270,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/76998,
206,G42,Pierpont Morgan Library,New York,United States of America,,,England,Oxfordshire,Oxford?,,,13,1265,,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/76959,
207,G60,Pierpont Morgan Library,New York,United States of America,Palermo,Y,Italy,Sicily,Palermo?,first qu 14th c,,14,1300,1325,,,280,200,480,,162,120,1,80/652,,,2,,38,,Y,,http://ica.themorgan.org/manuscript/thumbs/76984,
208,M.109-111,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,ca. 1260,,13,,,,,500,360,860,,,,3,"M.109 224 leaves (1 column, 42 lines), bound : vellum, ill.",,,,,,,P,,https://www.themorgan.org/manuscript/77048,
209,M.138,Pierpont Morgan Library,New York,United States of America,France or England,Y,France or England,Unknown,Unknown,ca. 1260-1270,,13,1260,1270,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77042,
210,M.163,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,1229,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77212,
211,M.177,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,1260-1280,,13,1260,1280,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77083,
212,M.178,Pierpont Morgan Library,New York,United States of America,Southern Italy,Y,Italy,,,1250-1260,,13,1250,1260,,,150,120,270,,,,1,"360 leaves (2 columns, 53 lines), bound : vellum, ill. ; 150 x 120",,,,,,,P,,https://www.themorgan.org/manuscript/77084,
213,M.193,Pierpont Morgan Library,New York,United States of America,"north central France, possibly for use in the Cistercian church of St. Stephen at Châlons-sur-Marne",Y,France,Central France,Chalons-sur-Marne?,1250-1300,,13,1250,1300,,textura,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/146951,
214,M.269,Pierpont Morgan Library,New York,United States of America,France,Y,France,Ile-de-France,Paris,ca. 1245-1250,,13,1245,1250,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/112427,
215,M.295,Pierpont Morgan Library,New York,United States of America,Belgium,Y,Belgium,Wallonia,Liege?,ca. 1260,,13,,,,,140,90,230,,,,1,"679 leaves (2 columns, 47 lines), bound : vellum, ill.",,,,,,,P,,https://www.themorgan.org/manuscript/77409,
216,M.436,Pierpont Morgan Library,New York,United States of America,"Padua, Italy",Y,Italy,Veneto,Padua,ca. 1287-1300,,13,1287,1300,Mutinensis de Grasulfo,,425,265,690,,,,,"462 leaves (2 columns, 56 lines), bound : vellum, ill.",,,,,,,P,,https://www.themorgan.org/manuscript/112313,
217,M.494,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,13th century,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/86382,
218,M.65,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1225-1250,,13,1225,1250,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77041,
219,M.66,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1225-1250,,13,1225,1250,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77040,
220,M.791,Pierpont Morgan Library,New York,United States of America,England,Y,England,Oxfordshire,Oxford,ca. 1220,,13,1220,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/145047,
221,M.833,Pierpont Morgan Library,New York,United States of America,,,Netherlands,Bohemia,Prague or Raudnitz,,,14,1391,,Andreas of Austria,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/158986,
222,M.851,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,ca. 1260,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/77049,
223,M.953,Pierpont Morgan Library,New York,United States of America,France,Y,France,,,ca. 1260,,13,,,,,,,0,,,,,,,,,,,,P,,https://www.themorgan.org/manuscript/113113,
224,M.969,Pierpont Morgan Library,New York,United States of America,Northeastern France,Y,France,Hauts-de-France,Saint-Omer or Therouanne,13th century,,13,1270,1280,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/145388,
225,M.970,Pierpont Morgan Library,New York,United States of America,France,Y,France,Ile-de-France,Paris?,1250-1275,,13,1250,1275,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/145404,
226,M163,Pierpont Morgan Library,New York,United States of America,,,France,Hauts-de-France,Corbie?,,,13,1229,,Brito,textura,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/77212,
227,M177,Pierpont Morgan Library,New York,United States of America,,,France,Ile-de-France,Paris,,,13,1260,1280,,,,,0,,,,,,,,2,,,,P,,https://www.themorgan.org/manuscript/77083,
228,Cod. S 438,Zentralbibliothek,Solothurn,Switzerland,northern France,Y,France,North,,c 1270,,13,,,,,230,160,390,,,,1,495,,,,,,,Y,,https://www.e-codices.ch/en/zbs/S-0438/,
229,BR6,Southern Methodist University Library,"Dallas, TX",United States of America,Paris,Y,France,Ile-de-France,Paris,c1250,,13,1240,1260,,,,,0,,,,,,,,,,,,P,,https://www.smu.edu/Bridwell/SpecialCollectionsandArchives/Exhibitions/Manuscripts/ScriptureandWorship/BRMS6-ParisBible,
230,MSS CODEX 1053 CB,Stanford University,Stanford,United States of America,Paris?,Y,France,Ile-de-France,Paris?,1250?,,13,1240,1260,,,148,96,244,,,,,14/590,,,,,,,Y,,https://purl.stanford.edu/jt667pt7887/iiif/manifest,
231,BS75 1200z,"Swarthmore College, McCabe Library","Swarthmore, PA",United States of America,"Paris?, Northern France",N,France,Ile-de-France,Paris?,Late 13th century,,13,1266,1299,,Gothic--textualis,124,85,209,,102,67,,,,,2,,46,,Y,,"https://archive.org/details/swarthmore_bs75_1200z/page/n849/mode/2up

https://bibliophilly.library.upenn.edu/viewer.php?id=BS75%201200z#page/18/mode/2up",
232,BANC UCB 012,UC Berkeley Special Collections,"Berkeley, CA",United States of America,England,Y,,,,13th,,13,,,,,,,0,,,,,22,,,,,,,Y,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=advanced;field1=text;term1=Bible;join1=token;operator1=and;field2=text;join2=token;operator2=and;field3=text;join3=token;datetype=range;centuryfacet=13;docsPerPage=1;startDoc=9;fullview=yes,
233,BANC UCB 130:f1200:23,UC Berkeley Special Collections,"Berkeley, CA",United States of America,"Rhineland, Germany",Y,,,,1250-1299,,13,1250,1299,,,160,117,277,,,,,1,,,2,,46,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130f120023_1,
234,BANC UCB 130:f1400:09,UC Berkeley Special Collections,"Berkeley, CA",United States of America,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=latin%20bible;centuryfacet=13;docsPerPage=1;startDoc=15;fullview=yes,,,,,1200 - 1299,,13,,,,,305,225,530,,,,,1,,,2,,47,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130f140009_1,
235,BANC UCB 130:ff1200:19,UC Berkeley Special Collections,"Berkeley, CA",United States of America,France,Y,France,,,1200 - 1299,,13,,,,,293,204,497,,,,,1,,,2,,46,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130ff120019_1,
236,BANC UCB 130:ff1300:26,UC Berkeley Special Collections,"Berkeley, CA",United States of America,Germany,Y,,,,1290 - 1310,,13,,,,,506,275,781,,,,,1,,,2,,33,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130ff130026_1,
237,BANC UCB 146,UC Berkeley Special Collections,"Berkeley, CA",United States of America,France,Y,France,,,1250-1275,,13,1250,1275,,,235,165,400,,,,,88,,,2,,51,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=advanced;field1=text;term1=Bible;join1=token;operator1=and;field2=text;join2=token;operator2=and;field3=text;join3=token;datetype=range;centuryfacet=13;docsPerPage=1;startDoc=14;fullview=yes,
238,Coll. 170. MS. 348.,UCLA Library,"Los Angeles, CA",United States of America,Spain,Y,,,,XIII med,,13,,,,small Gothic minuscules,,,0,,,,,,,,,,,,Y,,http://digital2.library.ucla.edu/viewItem.do?ark=21198/zz000rstf2,
239,5,Universitätsbibliothek Erlangen-Nürnberg,Erlangen,Germany,,,,,,13/14,,,,,,,,,0,,,,1,585,,,,,,,Y,,http://digital.bib-bvb.de/view/bvbmets/viewer.0.6.4.jsp?folder_id=0&dvs=1603723953198~873&pid=6589392&locale=en&usePid1=true&usePid2=true,
240,,University of British Columbia,Vancouver,Canada,Oxford,Y,,,,13th c,,13,,,,,,,0,,,,,874,,,2,,50,,Y,,https://dx.doi.org/10.14288/1.0225825,
241,B110,University of Kansas Kenneth Spenser Research Library,"Lawrence, KS",United States of America,France / Germany,N,France,,,"1200-1250, 1250-1299; 1300-1399",,13,1200,1250,,,158,115,273,,,,,,,,,,,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=B110;docsPerPage=1;startDoc=1;fullview=yes,
242,Codex 1053,University of Pennsylvania,Philadelphia,United States of America,England?,N,,,,13th c,,13,1200,1299,,,149,102,251,,,,2,360/140,,,2,50,50,,Y,,https://openn.library.upenn.edu/Data/0002/html/mscodex1053.html,
243,Codex 1065,University of Pennsylvania,Philadelphia,United States of America,England,Y,,,,1240-1250,,13,1240,1250,Gautier Lebaude Atelier?,,178,117,295,,130,84,1,356,,,2,57,62,,Y,,"https://openn.library.upenn.edu/Data/0002/html/mscodex1065.html

http://dla.library.upenn.edu/dla/medren/pageturn.html?id=MEDREN_9941704573503681&currentpage=7",
244,Codex 236,University of Pennsylvania,Philadelphia,United States of America,northern France,Y,France,,,1220s,,13,1220,1229,,,218,148,366,,,,1,465,,,2,,about 50,,Y,,https://openn.library.upenn.edu/Data/0002/html/mscodex236.html,
245,Codex 724,University of Pennsylvania,Philadelphia,United States of America,"Arras, France",Y,France,,,1275-1299,,13,1275,1299,,,375,246,621,,,,1,330,,,2,56,58,,Y,,https://openn.library.upenn.edu/Data/0002/html/mscodex724.html,
246,W.51.231R,Walters Art Museum,"Baltimore, MD",United States of America,,,England,Unknown,Unknown,,,13,1260,,,,145,95,240,,105,70,1,532,,,2,48,49,,Y,,https://art.thewalters.org/detail/22453/pocket-sized-bible-2/,
247,W51,Walters Art Museum,"Baltimore, MD",United States of America,England,Y,,,,1260,,13,1260,1260,,,,,0,,,,1,532,,,,,,,Y,,https://art.thewalters.org/detail/22453,
248,2012.22.1,Walters Art Museum,"Baltimore, MD",United States of America,France,Y,France,,,1250,,13,1250,1250,,,,,0,,,,,1,,,,,,,Y,,https://art.thewalters.org/detail/88837/leaf-from-a-pocket-bible/,
249,B.10.10,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,,,13,,,,,240,175,415,,,,,350,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.10,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.10/manifest.json
250,B.10.24,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,1270?,,13,,,,,150,100,250,,,,,364,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.24,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.24/manifest.json
251,B.10.25,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,1270?,,13,,,,,150,100,250,,,,,417,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.25,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.25/manifest.json
252,O.1.63,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,,,13,,,,,160,120,280,,,,,419,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.1.63,https://mss-cat.trin.cam.ac.uk/Manuscript/O.1.63/manifest.json
253,O.3.36,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,,,13,,,,,255,195,450,,,,,294,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.3.36,https://mss-cat.trin.cam.ac.uk/Manuscript/O.3.36/manifest.json
254,O.7.34,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,,,13,,,,,155,105,260,,,,,460,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.7.34,https://mss-cat.trin.cam.ac.uk/Manuscript/O.7.34/manifest.json
255,O.8.15,Trinity College Cambridge,Cambridge,United Kingdom,,,,,,,,13,,,,,215,155,370,,,,,298,,,,,,,Y,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.8.15,https://mss-cat.trin.cam.ac.uk/Manuscript/O.8.15/manifest.json
256,MS 22,Trinity Hall Library,Cambridge,United Kingdom,France or England,,France or England,,,13,,13,,,,,240,158,398,,,,1,155,,,2,49,49,,Y,,https://cudl.lib.cam.ac.uk/view/MS-TRINITYHALL-00022/11,
257,HRC 025,Harry Ransom Humanities Research Center,"Austin, TX",United States of America,"England, France",,"England, France",,,1200-1250,,13,1200,1250,,,190,138,328,,,,1,504,,,2,60,60,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Bible;centuryfacet=13;languagefacet=LATIN;docsPerPage=1;startDoc=2;fullview=yes,
258,HRC 026,Harry Ransom Humanities Research Center,"Austin, TX",United States of America,England,,England,,,13,,13,1200,1299,,,186,130,316,,,,1,542,,,2,40,40,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Bible;centuryfacet=13;languagefacet=LATIN;docsPerPage=1;startDoc=3;fullview=yes,
259,MSS/10167,Biblioteca nacional de Espana,Madrid,Spain,Segovia?,,Spain?,,,13,,,,,,,200,150,350,,,,1,334,,,2,60,60,,Y,,http://bdh.bne.es/bnesearch/CompleteSearch.do?showYearItems=&field=titulo&advanced=false&exact=on&textH=&completeText=&text=Biblia&pageSize=1&pageSizeAbrv=30&pageNumber=29,
260,MSS/10413,Biblioteca nacional de Espana,Madrid,Spain,,,,,,14,,14,1300,1399,,,360,260,620,,,,1,411,,,2,57,57,,Y,,http://bdh.bne.es/bnesearch/CompleteSearch.do?showYearItems=&field=titulo&advanced=false&exact=on&textH=&completeText=&text=Biblia&pageSize=1&pageSizeAbrv=30&pageNumber=30,
261,MSS/9943,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13 or 14,,13/14,1201,1400,,,300,200,500,,,,1,516,,,2,54,54,,Y,,http://bdh.bne.es/bnesearch/CompleteSearch.do?showYearItems=&field=titulo&advanced=false&exact=on&textH=&completeText=&text=Biblia&pageSize=1&pageSizeAbrv=30&pageNumber=31,
262,MSS/12906,Biblioteca nacional de Espana,Madrid,Spain,,,,,,c 1300,1300,14,,,,,330,250,580,,,,1,441,,,2,49,49,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000232397&page=1,
263,MSS/3997 V. 1,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,350,250,600,,,,2,137,,,2,33,33,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000168019&page=1,
264,MSS/3997 V. 2,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,350,250,600,,,,2,191,,,2,33,33,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000168019&page=1,
265,MSS/607,Biblioteca nacional de Espana,Madrid,Spain,,,,,,14,,14,,,,,230,160,390,,,,1,25,,,2,40,40,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000125699&page=1,
266,MSS/229,Biblioteca nacional de Espana,Madrid,Spain,,,Sicily,,,1259,,13,,,,,350,230,580,,,,1,263,,,2,58,58,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000012714&page=1,
267,MSS/874,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,130,100,230,,,,1,580,,,2,47,47,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000113337&page=1,
268,MSS/553,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,200,140,340,,,,1,455,,,2,,,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000022675&page=1,
269,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,400,290,690,,,,4,225,,,2,32,32,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,
270,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,400,290,690,,,,4,216,,,2,32,32,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,
271,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,400,290,690,,,,4,202,,,2,32,32,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,
272,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,400,290,690,,,,4,203,,,2,32,32,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,
273,MSS/171,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,170,120,290,,,,1,600,,,2,45,45,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000007507&page=1,
274,MSS/3245,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,190,130,320,,,,1,371,,,2,59,59,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000046383&page=1,
275,MSS/140,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,230,160,390,,,,1,415,,,2,57,57,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000050281&page=1,
276,MSS/12802,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,380,260,640,,,,1,463,,,2,50,50,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000231698&page=1,
277,MSS/559,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,200,140,340,,,,1,569,,,2,46,46,,Y,Y,http://bdh-rd.bne.es/viewer.vm?id=0000022703&page=1,
278,F.m.V.BI.1,National Library of Finland,Helsinki,Finland,,,France?,,,mid 13,,13,,,,,,,0,,,,,,,,,,,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1604,
279,F.m.V.BI.12,National Library of Finland,Helsinki,Finland,,,,,,13,,13,,,,,,,0,,,,,4,,,,,,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1615,
280,F.m.V.BI.2,National Library of Finland,Helsinki,Finland,,,,,,14,,14,,,,,,,0,,,,,10,,,,,,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1605,
281,F.m.V.BI.8,National Library of Finland,Helsinki,Finland,,,,,,14,,14,,,,,,,0,,,,,,,,,,,,P,,https://fragmenta.kansalliskirjasto.fi/handle/10024/1404,
282,F.m.V.BI.11,National Library of Finland,Helsinki,Finland,,,,,,13/14,,13/14,,,,,,,0,,,,,32,,,,,,,P,,http://urn.fi/URN:NBN:fi-fd2011-fra1614,
283,F.m.V.BI.10,end 13,Helsinki,Finland,,,England?,,,early 13,,13,,,,,,,0,,,,,2,,,,,,,P,,http://urn.fi/URN:NBN:fi-fd2011-fra1613,
284,F.m.V.BI.9,National Library of Finland,Helsinki,Finland,,,France?,,,13,,13,,,,,,,0,,,,,2,,,,,,,P,,http://urn.fi/URN:NBN:fi-fd2011-fra1612,
285,F.m.V.BI.19,National Library of Finland,Helsinki,Finland,,,,,,,,,,,,,,,0,,,,,,,,,,,,P,,http://urn.fi/URN:NBN:fi-fd2011-fra1622,
286,F.m.V.BI.14,National Library of Finland,Helsinki,Finland,,,France?,,,mid 13,,13,,,,,,,0,,,,,4,,,,,,,P,,https://fragmenta.kansalliskirjasto.fi/handle/10024/1410,
287,Ms. theol. lat. qu. 33,Staatsbibliothek zu Berlin,Berlin,Germany,,,,,,13c,,13,,,,,,,0,,,,,,,,,,,,Y,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN647740184&PHYSID=PHYS_0001,
288,Biblia Latina,Ghent University Library,Ghent,Belgium,Paris,,France,,Paris,13c,,13,,,,,115,75,190,,,,1,573,,,,,,,Y,Y,https://lib.ugent.be/en/catalog/rug01:000755563?i=5&q=biblia+latina,
289,Biblia Latina,Ghent University Library,Ghent,Belgium,Paris,,France,,Paris,2nd half 13th,,13,1250,1299,,,150,100,250,,,,1,558,,,,,,,Y,Y,https://lib.ugent.be/catalog/rug01%3A000755563/items/910000072026,
290,Biblia Latina,Ghent University Library,Ghent,Belgium,Italy,,Italy,,,13/14,,13/14,,,,,285,185,470,,,,1,417,,,,,,,Y,Y,https://lib.ugent.be/catalog/rug01%3A000840269/items/910000006640,
291,Arch. Priv. 3,Biblioteca Statale del Monumento Nazionale di Montecassino,Cassino,Italy,Italy,Y,Italy,Rome,,2nd half 13th,,13,1250,1299,,,,,0,,458 mm,,,,,,2,,,"Casavecchia, R. (2018), Una Bibbia inedita a Montecassino, Scrineum Rivista",P,Y,https://core.ac.uk/download/pdf/228584148.pdf,
292,Vitt. Em 825,Biblioteca Nazionale Centrale,Rome,Italy,Vicenza Italy,Y,Italy,Veneto,Vicenza,1399,,14,,,Bonfranciscus de Paiarinis de Zintrale,,312,214,526,,,,1,,,,2,59,,"Corso, G. (2008), La Bibbia miniata di Bonfranciscus, in Rolsa rivista online di Storia dell'arte",Y,Y,http://digitale.bnc.roma.sbn.it/tecadigitale/manoscrittoantico/BNCR_V_E_825/BNCR_V_E_825/1,
293,"Lat. I, 3 (2110)",Biblioteca Nazionale Marciana,Venice,Italy,Padua and Venice,Y,,,,,,,,,,,,,0,,,,,,,,,,,,Y,Y,http://www.internetculturale.it/opencms/opencms/it/viewItemMag.jsp?id=oai%3A193.206.197.121%3A18%3AVE0049%3ACSTOR.244.11054,
294,AC IX 46,Biblioteca Braidense (Milan),Milan,Italy,North Italy,Y,Italy,,,XIII,,13,,,,,123,81,204,,,,,383,,,,,,Miriello 2004,Y,,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000103105&mode=all&teca=MagTeca+-+ICCU,
295,Gerli 59,Biblioteca Braidense (Milan),Milan,Italy,Italy,Y,Italy,,,XIII-XIV,,13/14,,,,,145,110,255,,,,,358,,,2,,,Miriello 2004,Y,Y,http://www.internetculturale.it/it/16/search/detail?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000192042&mode=all&teca=MagTeca+-+ICCU,
296,Ms 10424,Biblioteca Comunale di Trento,Trento,Italy,Italy,Y,Italy,,,XIII,,13,1251,1275,,,,,0,,,,,,,,,,,,Y,Y,https://bdt.bibcom.trento.it/Manoscritti/10424#page/n11/mode/thumb,
297,ALC. 455,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,,1235-1240,,13,1235,1240,,,260,175,435,,,,,,,,,,,78856 (HMML),Y,Y,https://purl.pt/26163,
298,IL. 20,Biblioteca Nacional,Portugal,Lisbon,Portugal,Y,Portugal,,,1270-1280,,13,1270,1280,,,149,115,264,,,,,,,,,,,79082 (HMML),Y,Y,http://purl.pt/32050,
299,IL. 50,Biblioteca Nacional,Portugal,Lisbon,,,,,,c1270,1270,13,,,,,222,155,377,,,,,,,,,,,79131 (HMML),Y,Y,http://purl.pt/32051,
300,IL. 34,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1240-1250,,13,1240,1250,,,181,125,306,,,,,,,,,,,79106 (HMML),Y,Y,http://purl.pt/33208,
