PBP_ID,Inventory,Institution,institution_city,institution_country,library_localisation,country_certainty,country,region,city,library_dating,circa,century,min_date,max_date,scribe,script,workshop/illuminator,mss_height,mss_width,combined_size,Ruzzier_group,justification_height,justification_width,volumes,v1_folios,v2_folios,v3_folios,columns,min_lines,max_lines,citation,digitisation,Downloadable,Catalogue link,IIIF manifest,Comments,team_member,,,,,,,,,,,,,,,,,,
212,M.178,Pierpont Morgan Library,New York,United States of America,Southern Italy,Y,Italy,South,Unknown,1250-1260,,13,1250,1260,,,,150,120,270,1,Unknown,Unknown,1,360,,,2,53,53,,P,,https://www.themorgan.org/manuscript/77084,,,EGE,,,,,,,,,,,,,,,,,,
213,M.193,Pierpont Morgan Library,New York,United States of America,north central France possibly for use in the Cistercian church of St. Stephen at Châlons-sur-Marne,Y,France,Central France,Chalons-sur-Marne?,1250-1300,,13,1250,1300,,textura,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/146951,,,EGE,,,,,,,,,,,,,,,,,,
214,M.269,Pierpont Morgan Library,New York,United States of America,France,Y,France,Ile-de-France,Paris,ca. 1245-1250,Y,13,1245,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/112427,,,EGE,,,,,,,,,,,,,,,,,,
215,M.295,Pierpont Morgan Library,New York,United States of America,Belgium,Y,Belgium,Wallonia,Liege?,ca. 1260,Y,13,1260,1260,,,,140,90,230,1,Unknown,Unknown,1,679,,,2,47,47,,P,,https://www.themorgan.org/manuscript/77409,,,EGE,,,,,,,,,,,,,,,,,,
216,M.436,Pierpont Morgan Library,New York,United States of America,Padua Italy,Y,Italy,Veneto,Padua,ca. 1287-1300,Y,13,1287,1300,Mutinensis de Grasulfo,,,425,265,690,3,Unknown,Unknown,1,462,,,2,56,56,,P,,https://www.themorgan.org/manuscript/112313,,Selected pages,EGE,,,,,,,,,,,,,,,,,,
217,M.494,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,13th century,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/86382,,,EGE,,,,,,,,,,,,,,,,,,
218,M.65,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1225-1250,,13,1226,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77041,,,EGE,,,,,,,,,,,,,,,,,,
219,M.66,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1225-1250,,13,1226,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77040,,,EGE,,,,,,,,,,,,,,,,,,
220,M.791,Pierpont Morgan Library,New York,United States of America,England,Y,England,Oxfordshire,Oxford,ca. 1220,Y,13,1220,1220,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/145047,,,EGE,,,,,,,,,,,,,,,,,,
221,M.833,Pierpont Morgan Library,New York,United States of America,Bohemia Prague or Raudnitz,Y,Netherlands,Bohemia,Prague or Raudnitz,1391,,14,1391,1391,Andreas of Austria parish priest of Libochauicz north of Prague.,textura bastarda,,490,367,857,3,Unknown,Unknown,1,424,,,2,44,64,,P,,https://www.themorgan.org/manuscript/158986,,,EGE,,,,,,,,,,,,,,,,,,
222,M.851,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,ca. 1260,Y,13,1260,1260,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77049,,,EGE,,,,,,,,,,,,,,,,,,
223,M.953,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,ca. 1260,Y,13,1260,1260,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/113113,,,EGE,,,,,,,,,,,,,,,,,,
224,M.969,Pierpont Morgan Library,New York,United States of America,Northeastern France,Y,France,Hauts-de-France,Saint-Omer or Therouanne,13th century,,13,1270,1280,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/145388,,,EGE,,,,,,,,,,,,,,,,,,
225,M.970,Pierpont Morgan Library,New York,United States of America,France,Y,France,Ile-de-France,Paris?,1250-1275,,13,1250,1275,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/145404,,,EGE,,,,,,,,,,,,,,,,,,
226,M163,Pierpont Morgan Library,New York,United States of America,France possibly Corbie,Y,France,Hauts-de-France,Corbie?,1229,,13,1229,1229,Brito,textura,,220,150,370,1,Unknown,Unknown,1,454,,,2,53,53,,P,,https://www.themorgan.org/manuscript/77212,,Scribe: Brito; colophon (fol. 412v) reads: Expl. Apocalysis Iohannis. Actum a.d. millesimo ducentesimo vicesimo nono. In vigilia omnium sanctorum. Premia pro merito debet habere Brito.,EGE,,,,,,,,,,,,,,,,,,
227,M177,Pierpont Morgan Library,New York,United States of America,Paris France,Y,France,Ile-de-France,Paris,1260-1280,,13,1260,1280,,textura,Auribafer workshop,140,90,230,1,Unknown,Unknown,1,638,,,2,47,47,,P,,https://www.themorgan.org/manuscript/77083,,,EGE,,,,,,,,,,,,,,,,,,
228,Cod. S 438,Zentralbibliothek,Solothurn,Switzerland,northern France,Y,France,North,Unknown,c 1270,Y,13,1270,1270,,,,230,160,390,2,Unknown,Unknown,1,495,,,2,Unknown,Unknown,,F,,https://www.e-codices.ch/en/zbs/S-0438/,,,EGE,,,,,,,,,,,,,,,,,,
229,BR6,Southern Methodist University Library,Dallas TX,United States of America,Paris,Y,France,Ile-de-France,Paris,c1250,Y,13,1240,1260,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.smu.edu/Bridwell/SpecialCollectionsandArchives/Exhibitions/Manuscripts/ScriptureandWorship/BRMS6-ParisBible,,,EGE,,,,,,,,,,,,,,,,,,
230,MSS CODEX 1053 CB,Stanford University,Stanford,United States of America,Paris?,Y,France,Ile-de-France,Paris?,1250?,,13,1240,1260,,,,148,96,244,1,Unknown,Unknown,1,14/590,,,2,Unknown,Unknown,,F,,https://purl.stanford.edu/jt667pt7887/iiif/manifest,,,EGE,,,,,,,,,,,,,,,,,,
231,BS75 1200z,Swarthmore College McCabe Library,Swarthmore PA,United States of America,Paris? Northern France,N,France,Ile-de-France,Paris?,Late 13th century,,13,1281,1300,,Gothic--textualis,,124,85,209,1,102,67,1,Unknown,,,2,46,46,,F,,"https://archive.org/details/swarthmore_bs75_1200z/page/n849/mode/2up

https://bibliophilly.library.upenn.edu/viewer.php?id=BS75%201200z#page/18/mode/2up",,,EGE,,,,,,,,,,,,,,,,,,
232,BANC UCB 012,UC Berkeley Special Collections,Berkeley CA,United States of America,England,Y,England,Unknown,Unknown,13th,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,22,,,2,Unknown,Unknown,,F,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=advanced;field1=text;term1=Bible;join1=token;operator1=and;field2=text;join2=token;operator2=and;field3=text;join3=token;datetype=range;centuryfacet=13;docsPerPage=1;startDoc=9;fullview=yes,,,EGE,,,,,,,,,,,,,,,,,,
233,BANC UCB 130:f1200:23,UC Berkeley Special Collections,Berkeley CA,United States of America,Rhineland Germany,Y,Germany,Rhineland,Unknown,1250-1299,,13,1251,1300,,,,160,117,277,1,Unknown,Unknown,1,1,,,2,46,46,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130f120023_1,,,EGE,,,,,,,,,,,,,,,,,,
234,BANC UCB 130:f1400:09,UC Berkeley Special Collections,Berkeley CA,United States of America,Italy,Y,Italy,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,305,225,530,2,Unknown,Unknown,1,1,,,2,47,47,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130f140009_1,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=latin%20bible;centuryfacet=13;docsPerPage=1;startDoc=15;fullview=yes,EGE,,,,,,,,,,,,,,,,,,
235,BANC UCB 130:ff1200:19,UC Berkeley Special Collections,Berkeley CA,United States of America,France,Y,France,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,293,204,497,2,Unknown,Unknown,1,1,,,2,46,46,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130ff120019_1,,,EGE,,,,,,,,,,,,,,,,,,
236,BANC UCB 130:ff1300:26,UC Berkeley Special Collections,Berkeley CA,United States of America,Germany,Y,Germany,Unknown,Unknown,1290 - 1310,,13/14,1290,1310,,,,506,275,781,3,Unknown,Unknown,1,1,,,2,33,33,,P,,http://ds.lib.berkeley.edu/BANCMSUCB130ff130026_1,,,EGE,,,,,,,,,,,,,,,,,,
237,BANC UCB 146,UC Berkeley Special Collections,Berkeley CA,United States of America,France,Y,France,Unknown,Unknown,1250-1275,,13,1250,1275,,,,235,165,400,2,Unknown,Unknown,1,88,,,2,51,51,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=advanced;field1=text;term1=Bible;join1=token;operator1=and;field2=text;join2=token;operator2=and;field3=text;join3=token;datetype=range;centuryfacet=13;docsPerPage=1;startDoc=14;fullview=yes,,,EGE,,,,,,,,,,,,,,,,,,
238,Coll. 170. MS. 348.,UCLA Library,Los Angeles CA,United States of America,Spain,Y,Spain,Unknown,Unknown,XIII med,,13,1241,1260,,small Gothic minuscules,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,http://digital2.library.ucla.edu/viewItem.do?ark=21198/zz000rstf2,,,EGE,,,,,,,,,,,,,,,,,,
239,5,Universitatsbibliothek Erlangen-Nürnberg,Erlangen,Germany,Unknown,N,Unknown,Unknown,Unknown,13/14,,13/14,1201,1400,,,,150,95,245,1,Unknown,Unknown,1,585,,,2,Unknown,Unknown,,F,,http://digital.bib-bvb.de/view/bvbmets/viewer.0.6.4.jsp?folder_id=0&dvs=1603723953198~873&pid=6589392&locale=en&usePid1=true&usePid2=true,,,EGE,,,,,,,,,,,,,,,,,,
240,,University of British Columbia,Vancouver,Canada,Oxford,Y,England,Unknown,Unknown,13th c,Y,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,874,,,2,50,50,,F,,https://dx.doi.org/10.14288/1.0225825,,,EGE,,,,,,,,,,,,,,,,,,
241,B110,University of Kansas Kenneth Spenser Research Library,Lawrence KS,United States of America,France / Germany,N,France or Germany,Unknown,Unknown,1200-1250 1250-1299; 1300-1399,,13,1201,1250,,,,158,115,273,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=B110;docsPerPage=1;startDoc=1;fullview=yes,,,EGE,,,,,,,,,,,,,,,,,,
242,Codex 1053,University of Pennsylvania,Philadelphia,United States of America,England?,N,England,Unknown,Unknown,13th c,,13,1201,1300,,,,149,102,251,1,Unknown,Unknown,2,360,140,,2,50,50,,F,,https://openn.library.upenn.edu/Data/0002/html/mscodex1053.html,,,EGE,,,,,,,,,,,,,,,,,,
243,Codex 1065,University of Pennsylvania,Philadelphia,United States of America,England,Y,England,Unknown,Unknown,1240-1250,,13,1240,1250,,,Gautier Lebaude workshop?,178,117,295,1,130,84,1,356,,,2,57,62,,F,,"https://openn.library.upenn.edu/Data/0002/html/mscodex1065.html

http://dla.library.upenn.edu/dla/medren/pageturn.html?id=MEDREN_9941704573503681&currentpage=7",,Fully digitised,EGE,,,,,,,,,,,,,,,,,,
244,Codex 236,University of Pennsylvania,Philadelphia,United States of America,northern France,Y,France,North,Unknown,1220s,,13,1220,1229,,,,218,148,366,1,Unknown,Unknown,1,465,,,2,50,50,,F,,https://openn.library.upenn.edu/Data/0002/html/mscodex236.html,,,EGE,,,,,,,,,,,,,,,,,,
245,Codex 724,University of Pennsylvania,Philadelphia,United States of America,Arras France,Y,France,Hauts-de-France,Arras,1275-1299,,13,1276,1300,,,,375,246,621,3,Unknown,Unknown,1,330,,,2,56,58,,F,,https://openn.library.upenn.edu/Data/0002/html/mscodex724.html,,,EGE,,,,,,,,,,,,,,,,,,
246,W.51.231R,Walters Art Museum,Baltimore MD,United States of America,England,Y,England,Unknown,Unknown,ca. 1260,Y,13,1260,1260,,,,145,95,240,1,105,70,1,532,,,2,48,49,,P,,https://art.thewalters.org/detail/22453/pocket-sized-bible-2/,,Partially digitised,EGE,,,,,,,,,,,,,,,,,,
247,W51,Walters Art Museum,Baltimore MD,United States of America,England,Y,England,Unknown,Unknown,1260,,13,1260,1260,,,,145,95,240,1,Unknown,Unknown,1,532,,,2,Unknown,Unknown,,P,,https://art.thewalters.org/detail/22453,,,EGE,,,,,,,,,,,,,,,,,,
248,2012.22.1,Walters Art Museum,Baltimore MD,United States of America,France,Y,France,Unknown,Unknown,1250,,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,F,,https://art.thewalters.org/detail/88837/leaf-from-a-pocket-bible/,,,EGE,,,,,,,,,,,,,,,,,,
249,B.10.10,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,13th,,13,1201,1300,,,,240,175,415,2,Unknown,Unknown,1,350,,,2,52,52,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.10,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.10/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
250,B.10.24,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,1270?,,13,1270,1270,,,,150,100,250,1,Unknown,Unknown,1,364,,,2,44,44,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.24,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.24/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
251,B.10.25,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,1270?,,13,1270,1270,,,,150,100,250,1,Unknown,Unknown,1,417,,,2,Unknown,Unknown,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.25,https://mss-cat.trin.cam.ac.uk/Manuscript/B.10.25/manifest.json,Second volume of the previous one,EGE,,,,,,,,,,,,,,,,,,
252,O.1.63,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,13th,,13,1201,1300,,,,160,120,280,1,Unknown,Unknown,1,419,,,2,47,47,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.1.63,https://mss-cat.trin.cam.ac.uk/Manuscript/O.1.63/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
253,O.3.36,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,13th,,13,1201,1300,,,,255,195,450,2,Unknown,Unknown,1,294,,,2,60,60,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.3.36,https://mss-cat.trin.cam.ac.uk/Manuscript/O.3.36/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
254,O.7.34,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,13th,,13,1201,1300,,,,155,105,260,1,Unknown,Unknown,1,460,,,2,53,53,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.7.34,https://mss-cat.trin.cam.ac.uk/Manuscript/O.7.34/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
255,O.8.15,Trinity College Cambridge,Cambridge,United Kingdom,Unknown,N,Unknown,Unknown,Unknown,13th,,13,1201,1300,,,,215,155,370,1,Unknown,Unknown,1,298,,,2,60,60,,F,,https://mss-cat.trin.cam.ac.uk/Manuscript/O.8.15,https://mss-cat.trin.cam.ac.uk/Manuscript/O.8.15/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
256,MS 22,Trinity Hall Library,Cambridge,United Kingdom,France or England,N,England or France,Unknown,Unknown,13,,13,1201,1300,,,,240,158,398,2,Unknown,Unknown,1,155,,,2,49,49,,F,,https://cudl.lib.cam.ac.uk/view/MS-TRINITYHALL-00022/11,,partial ,DJW,,,,,,,,,,,,,,,,,,
257,HRC 025,Harry Ransom Humanities Research Center,Austin TX,United States of America,England France,N,England or France,Unknown,Unknown,1200-1250,,13,1201,1250,,,,190,138,328,1,Unknown,Unknown,1,504,,,2,60,60,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Bible;centuryfacet=13;languagefacet=LATIN;docsPerPage=1;startDoc=2;fullview=yes,,,DJW,,,,,,,,,,,,,,,,,,
258,HRC 026,Harry Ransom Humanities Research Center,Austin TX,United States of America,England,Y,England,Unknown,Unknown,1200-1299,,13,1201,1300,,Gothic,,186,130,316,1,Unknown,Unknown,1,542,,,2,40,40,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Bible;centuryfacet=13;languagefacet=LATIN;docsPerPage=1;startDoc=3;fullview=yes,,Partially digitised,DJW,,,,,,,,,,,,,,,,,,
259,MSS/10167,Biblioteca nacional de Espana,Madrid,Spain,Segovia?,Y,Spain,Castile and Leon,Segovia?,13,,13,1201,1300,,,,200,150,350,1,Unknown,Unknown,1,334,,,2,60,60,,F,,http://bdh-rd.bne.es/viewer.vm?id=0000068702&page=1,,,DJW,,,,,,,,,,,,,,,,,,
260,MSS/10413,Biblioteca nacional de Espana,Madrid,Spain,Arte del Norte de Italia,Y,Italy,North,Unknown,entre 1300 y 1399?,,14,1301,1400,,,,360,260,620,3,Unknown,Unknown,1,411,,,2,57,57,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000068581&page=1,,,DJW,,,,,,,,,,,,,,,,,,
261,MSS/9943,Biblioteca nacional de Espana,Madrid,Spain,Unknown,N,Unknown,Unknown,Unknown,entre 1201 y 1400?,,13/14,1201,1400,,,,300,200,500,2,Unknown,Unknown,1,516,,,2,54,54,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000077441&page=1,,Convento de Santo Domingo (Baeza),DJW,,,,,,,,,,,,,,,,,,
262,MSS/12906,Biblioteca nacional de Espana,Madrid,Spain,¿Toulouse o Albi?,Y,France,South,Toulouse or Albi,1300?,Y,14,1300,1300,,,,330,250,580,3,Unknown,Unknown,1,441,,,2,49,49,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000232397&page=1,,,DJW,,,,,,,,,,,,,,,,,,
263,MSS/3997 V. 1,Biblioteca nacional de Espana,Madrid,Spain,Unknown,N,Unknown,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,,,360,250,610,3,Unknown,Unknown,2,137,,,2,33,33,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000168019&page=1,,,DJW,,,,,,,,,,,,,,,,,,
264,MSS/3997 V. 2,Biblioteca nacional de Espana,Madrid,Spain,Unknown,N,Unknown,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,,,360,250,610,3,Unknown,Unknown,2,191,,,2,33,33,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000168019&page=1,,,DJW,,,,,,,,,,,,,,,,,,
265,MSS/607,Biblioteca nacional de Espana,Madrid,Spain,Unknown,N,Unknown,Unknown,Unknown,entre 1301 y 1400?,,14,1301,1400,,Gothic,,230,160,390,2,Unknown,Unknown,1,25,,,2,40,40,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000125699&page=1,,,DJW,,,,,,,,,,,,,,,,,,
266,MSS/229,Biblioteca nacional de Espana,Madrid,Spain,En colofon : Explicit vetus Testamentum .. Byblya facta feliciter anno Dominice Incarnationis Mº CCº L nono mense octuber III Indictione. Regnante domino Maynfredo [ser]enissimo REge [Sicil]lie anno secundo  erfectum totum  nichil in,Y,Italy,Sicily,Unknown,1259,,13,1259,1259,,,,350,230,580,3,Unknown,Unknown,1,263,,,2,58,58,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000012714&page=1,,Bible of Manfred of Sicily,DJW,,,,,,,,,,,,,,,,,,
267,MSS/874,Biblioteca nacional de Espana,Madrid,Spain,Paris,Y,France,Ile-de-France,Paris,1240,,13,1240,1240,,,,130,100,230,1,Unknown,Unknown,1,580,,,2,47,47,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000113337&page=1,,,DJW,,,,,,,,,,,,,,,,,,
268,MSS/553,Biblioteca nacional de Espana,Madrid,Spain,Paris,Y,France,Ile-de-France,Paris,1240,,13,1240,1240,,,,200,140,340,1,Unknown,Unknown,1,455,,,2,Unknown,Unknown,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000022675&page=1,,,DJW,,,,,,,,,,,,,,,,,,
269,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,Spain,Y,Spain,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,Spanish Gothic,,400,290,690,3,Unknown,Unknown,4,225,,,2,32,32,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,,,DJW,,,,,,,,,,,,,,,,,,
270,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,Spain,Y,Spain,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,,,400,290,690,3,Unknown,Unknown,4,216,,,2,32,32,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,,,DJW,,,,,,,,,,,,,,,,,,
271,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,Spain,Y,Spain,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,,,400,290,690,3,Unknown,Unknown,4,202,,,2,32,32,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,,,DJW,,,,,,,,,,,,,,,,,,
272,MSS/923 V1-4,Biblioteca nacional de Espana,Madrid,Spain,Spain,Y,Spain,Unknown,Unknown,entre 1201 y 1300?,,13,1201,1300,,,,400,290,690,3,Unknown,Unknown,4,203,,,2,32,32,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000137321&page=1,,,DJW,,,,,,,,,,,,,,,,,,
273,MSS/171,Biblioteca nacional de Espana,Madrid,Spain,Paris,Y,France,Ile-de-France,Paris,1270,,13,1270,1270,,,,170,120,290,1,Unknown,Unknown,1,600,,,2,45,45,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000007507&page=1,,,DJW,,,,,,,,,,,,,,,,,,
274,MSS/3245,Biblioteca nacional de Espana,Madrid,Spain,[Sur de Francia],Y,France,South,Unknown,1250,,13,1250,1250,,,,190,130,320,1,Unknown,Unknown,1,371,,,2,59,59,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000046383&page=1,,,DJW,,,,,,,,,,,,,,,,,,
275,MSS/140,Biblioteca nacional de Espana,Madrid,Spain,Paris,Y,France,Ile-de-France,Paris,1250,,13,1250,1250,,,,230,160,390,2,Unknown,Unknown,1,415,,,2,57,57,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000050281&page=1,,,DJW,,,,,,,,,,,,,,,,,,
276,MSS/12802,Biblioteca nacional de Espana,Madrid,Spain,Francia,Y,France,Unknown,Unknown,1240,,13,1240,1240,,,,380,260,640,3,Unknown,Unknown,1,463,,,2,50,50,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000231698&page=1,,,DJW,,,,,,,,,,,,,,,,,,
277,MSS/559,Biblioteca nacional de Espana,Madrid,Spain,Paris,Y,France,Ile-de-France,Paris,1270,,13,1270,1270,,,,200,140,340,1,Unknown,Unknown,1,569,,,2,46,46,,F,Y,http://bdh-rd.bne.es/viewer.vm?id=0000022703&page=1,,,DJW,,,,,,,,,,,,,,,,,,
278,F.m.V.BI.1,National Library of Finland,Helsinki,Finland,France,Y,France,Unknown,Unknown,Saec. xiii med. - ex,,13,1241,1260,,,,0,0,0,unknown,Unknown,Unknown,1,80,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1604,,,DJW,,,,,,,,,,,,,,,,,,
279,F.m.V.BI.12,National Library of Finland,Helsinki,Finland,Unknown,N,Unknown,Unknown,Unknown,1267/1300,,13,1267,1300,,,,0,0,0,unknown,Unknown,Unknown,1,2,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1615,,,DJW,,,,,,,,,,,,,,,,,,
280,F.m.V.BI.2,National Library of Finland,Helsinki,Finland,Unknown,N,Unknown,Unknown,Unknown,1301/1400,,14,1301,1400,,,,0,0,0,unknown,Unknown,Unknown,1,5,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1605,,,DJW,,,,,,,,,,,,,,,,,,
281,F.m.V.BI.8,National Library of Finland,Helsinki,Finland,France,Y,France,Unknown,Unknown,1301/1400,,14,1301,1400,,,,0,0,0,unknown,Unknown,Unknown,1,20,,,2,Unknown,Unknown,,P,Y,https://fragmenta.kansalliskirjasto.fi/handle/10024/1404,,,DJW,,,,,,,,,,,,,,,,,,
282,F.m.V.BI.11,National Library of Finland,Helsinki,Finland,England,Y,England,Unknown,Unknown,1286/1315,,13/14,1286,1315,,,,0,0,0,unknown,Unknown,Unknown,1,16,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1614,,,DJW,,,,,,,,,,,,,,,,,,
283,F.m.V.BI.10,National Library of Finland,Helsinki,Finland,England,Y,England,Unknown,Unknown,1201/1233,,13,1201,1233,,,,0,0,0,unknown,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1613,,,DJW,,,,,,,,,,,,,,,,,,
284,F.m.V.BI.9,National Library of Finland,Helsinki,Finland,France?,N,France,Unknown,Unknown,1201/1300,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1612,,,DJW,,,,,,,,,,,,,,,,,,
285,F.m.V.BI.19,National Library of Finland,Helsinki,Finland,Unknown,N,Unknown,Unknown,Unknown,1234/1266,,13,1234,1266,,,,0,0,0,unknown,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,P,Y,http://urn.fi/URN:NBN:fi-fd2011-fra1622,,,DJW,,,,,,,,,,,,,,,,,,
286,F.m.V.BI.14,National Library of Finland,Helsinki,Finland,France,Y,France,Unknown,Unknown,1234/1266,,13,1234,1266,,,,0,0,0,unknown,Unknown,Unknown,1,2,,,2,Unknown,Unknown,,P,Y,https://fragmenta.kansalliskirjasto.fi/handle/10024/1410,,,DJW,,,,,,,,,,,,,,,,,,
287,Ms. theol. lat. qu. 33,Staatsbibliothek zu Berlin,Berlin,Germany,France,Y,France,Unknown,Unknown,13c,Y,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,Y,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN647740184&PHYSID=PHYS_0001,,,DJW,,,,,,,,,,,,,,,,,,
288,Biblia Latina,Ghent University Library,Ghent,Belgium,Paris,Y,France,Ile-de-France,Paris,13c,Y,13,1201,1300,,,,115,75,190,1,Unknown,Unknown,1,573,,,2,Unknown,Unknown,,F,Y,https://lib.ugent.be/en/catalog/rug01:000755563?i=5&q=biblia+latina,,,DJW,,,,,,,,,,,,,,,,,,
